PMID,Title
26820907,"IFNL4 ss469415590 polymorphism contributes to treatment decisions in patients with chronic hepatitis C virus genotype 1b, but not 2a, infection."
24269714,Hydrocodone in postoperative personalized pain management: pro-drug or drug?
20389299,Pazopanib-induced hyperbilirubinemia is associated with Gilbert's syndrome UGT1A1 polymorphism.
23486447,Clinical Pharmacogenetics Implementation Consortium guideline for CYP2D6 and CYP2C19 genotypes and dosing of tricyclic antidepressants.
20981002,Breaking barriers in the genomics and pharmacogenetics of drug addiction.
11791895,The major fluvoxamine metabolite in urine is formed by CYP2D6.
18452396,Serotonin transporter gene polymorphisms and sertraline response in major depression patients.
12825092,Association between A2a receptor gene polymorphisms and caffeine-induced anxiety.
11907712,COLIA1 Sp1 polymorphism predicts response of femoral neck bone density to cyclical etidronate therapy.
12682708,Relationship between clinical effects of fluvoxamine and the steady-state plasma concentrations of fluvoxamine and its major metabolite fluvoxamino acid in Japanese depressed patients.
17324110,Warfarin and cytochrome P450 2C9 genotype: possible ethnic variation in warfarin sensitivity.
16027735,beta-Blockade and increased dyslipidemia in patients bearing Glu27 variant of beta2 adrenergic receptor gene.
23874514,HLA alleles influence the clinical signature of amoxicillin-clavulanate hepatotoxicity.
28520348,Mercaptopurine Therapy and &lt;i&gt;TPMT&lt;/i&gt; Genotype
27027531,"IFNL4 polymorphism effects on outcome of simeprevir, peginterferon, and ribavirin therapy for older patients with genotype 1 chronic hepatitis C."
26730167,First-line eradication for Helicobacter pylori-positive gastritis by esomeprazole-based triple therapy is influenced by CYP2C19 genotype.
21388237,Sexual dysfunction during treatment with serotonergic and noradrenergic antidepressants: clinical description and the role of the 5-HTTLPR.
26227246,Susceptibility loci for heroin and cocaine addiction in the serotonergic and adrenergic pathways in populations of different ancestry.
23478884,Clopidogrel and warfarin pharmacogenetic tests: what is the evidence for use in clinical practice?
27284960,Risk Factors for Voriconazole-Associated Hepatotoxicity in Patients in the Intensive Care Unit.
15249972,Effect of liver fatty acid binding protein (FABP) T94A missense mutation on plasma lipoprotein responsiveness to treatment with fenofibrate.
11763000,The effect of CYP2C19 and CYP2D6 genotypes on the metabolism of clomipramine in Japanese psychiatric patients.
14070377,RELATIONSHIP BETWEEN  METABOLIC FATES AND ANTITUMOR ACTIVITIES OF THIOPURINES.
23778320,High predictive value of CYP2B6 SNPs for steady-state plasma efavirenz levels in South African HIV/AIDS patients.
29152138,The &lt;i&gt;hOCT1&lt;/i&gt; and &lt;i&gt;ABCB1&lt;/i&gt; polymorphisms do not influence the pharmacodynamics of nilotinib in chronic myeloid leukemia.
26104483,HLA-B*58:01 is strongly associated with allopurinol-induced severe cutaneous adverse reactions in Han Chinese patients: a multicentre retrospective case-control clinical study.
15856070,TaqIB polymorphism in CETP gene: the influence on incidence of cardiovascular disease in statin-treated patients with familial hypercholesterolemia.
28570300,Impact of novel polymorphisms related to cytotoxicity of cytarabine in the induction treatment of acute myeloid leukemia.
28791698,Increased Systemic Exposure and Stronger Cardiovascular and Metabolic Adverse Reactions to Fenoterol in Individuals with Heritable OCT1 Deficiency.
19468717,Monoamine transporter gene polymorphisms affect susceptibility to depression and predict antidepressant response.
10525111,Thioguanine administered as a continuous intravenous infusion to pediatric patients is metabolized to the novel metabolite 8-hydroxy-thioguanine.
22307138,Sorafenib is an inhibitor of UGT1A1 but is metabolized by UGT1A9: implications of genetic variants on pharmacokinetics and hyperbilirubinemia.
12162507,Two polymorphisms in the vitamin D receptor gene--association with bone mass and 5-year change in bone mass with or without hormone-replacement therapy in postmenopausal women: the Danish Osteoporosis Prevention Study.
15812265,Controlled clinical comparison of paroxetine and fluvoxamine considering the serotonin transporter promoter polymorphism.
26417955,Clinical Pharmacogenetics Implementation Consortium (CPIC) Guideline for UGT1A1 and Atazanavir Prescribing.
20212518,Interaction between serotonin transporter gene variants and life events predicts response to antidepressants in the GENDEP project.
20064494,Influence of SCARB1 polymorphisms on serum lipids of hypercholesterolemic individuals treated with atorvastatin.
15274037,Further evidence of a combined effect of SERTPR and TPH on SSRIs response in mood disorders.
23252946,Associations between the genotypes and phenotype of CYP3A and the lipid response to simvastatin in Chinese patients with hypercholesterolemia.
12451290,Evidence of polymorphic CYP2C19 involvement in the human metabolism of N-desmethylclobazam.
28589365,Variability of platelet response to clopidogrel is not related to adverse cardiovascular events in patients with stable coronary artery disease undergoing percutaneous coronary intervention.
25916514,FASTKD2 and human memory: functional pathways and prospects for novel therapeutic target development for Alzheimer's disease and age-associated memory decline.
19297219,Influence of CYP2C9 and VKORC1 on warfarin response during initiation of therapy.
7885194,"Affinity profiles of morphine, codeine, dihydrocodeine and their glucuronides at opioid receptor subtypes."
26039043,Effects of the CYP3A4*1B Genetic Polymorphism on the Pharmacokinetics of Tacrolimus in Adult Renal Transplant Recipients: A Meta-Analysis.
23913015,PharmGKB summary: methylene blue pathway.
18852012,Arylamine N-acetyltransferases: structural and functional implications of polymorphisms.
25850030,A prospective randomized evaluation of a pharmacogenomic approach to antiplatelet therapy among patients with ST-elevation myocardial infarction: the RAPID STEMI study.
17654295,Pharmacogenetic clinical trial of sustained-release bupropion for smoking cessation.
23609392,Pharmacogenetic study on risperidone long-acting injection: influence of cytochrome P450 2D6 and pregnane X receptor on risperidone exposure and drug-induced side-effects.
24647041,Functional characterization of wild-type and 49 CYP2D6 allelic variants for N-desmethyltamoxifen 4-hydroxylation activity.
11929404,Comparison of lansoprazole and famotidine for gastric acid inhibition during the daytime and night-time in different CYP2C19 genotype groups.
26343256,The impact of CYP2C19 polymorphisms on citalopram metabolism in patients with major depressive disorder.
23730840,Role of IL28B and inosine triphosphatase polymorphisms in the treatment of chronic hepatitis C virus genotype 6 infection.
26109805,β-2 Adrenergic receptor gene polymorphism and response to propranolol in cirrhosis.
22108237,The use of a DNA biobank linked to electronic medical records to characterize pharmacogenomic predictors of tacrolimus dose requirement in kidney transplant recipients.
15305167,The catechol-O-methyltransferase polymorphism: relations to the tonic-phasic dopamine hypothesis and neuropsychiatric phenotypes.
17290447,The fatty acid amide hydrolase C385A (P129T) missense variant in cannabis users: studies of drug use and dependence in Caucasians.
21770725,The P450 oxidoreductase *28 SNP is associated with low initial tacrolimus exposure and increased dose requirements in CYP3A5-expressing renal recipients.
20921968,"Effects of OCT1 polymorphisms on the cellular uptake, plasma concentrations and efficacy of the 5-HT(3) antagonists tropisetron and ondansetron."
20102306,Pharmacogenetic considerations in the treatment of psychiatric disorders.
27514956,Association of interleukin-28B rs12979860 and rs8099917 polymorphisms with sustained viral response in hepatitis C virus genotype 1 and 3 infected patients from the Indian subcontinent.
15618746,Two novel haplotypes of CYP2D6 gene in a Japanese population.
7903373,"Pharmacokinetics of chlorimipramine, chlorpromazine and their N-dealkylated metabolites in plasma of healthy volunteers after a single oral dose of the parent compounds."
19106083,Genetic determinants of response to clopidogrel and cardiovascular events.
24762860,"Cytochrome p450 gene variants, race, and mortality among clopidogrel-treated patients after acute myocardial infarction."
22390861,High on-treatment platelet reactivity by ADP and increased risk of MACE in good clopidogrel metabolizers.
26230641,Genetic variants in SLC22A17 and SLC22A7 are associated with anthracycline-induced cardiotoxicity in children.
28763744,Genetic polymorphisms and valproic acid plasma concentration in children with epilepsy on valproic acid monotherapy.
28525903,"Polymorphisms in methotrexate transporters and their relationship to plasma methotrexate levels, toxicity of high-dose methotrexate, and outcome of pediatric acute lymphoblastic leukemia."
22626609,Factors that predict response of patients with hepatitis C virus infection to boceprevir.
27441996,Standardizing terms for clinical pharmacogenetic test results: consensus terms from the Clinical Pharmacogenetics Implementation Consortium (CPIC).
18680467,Structure/function evaluations of single nucleotide polymorphisms in human N-acetyltransferase 2.
28750137,"Polymorphism of IL10, IL4, CTLA4, and DAO Genes in Cross-Reactive Nonsteroidal Anti-inflammatory Drug Hypersensitivity."
